iter	Logloss
668	0.342886827
669	0.3427866322
670	0.3427150213
671	0.3426547362
672	0.342549705
673	0.3424632672
674	0.3423707175
675	0.3422367086
676	0.3420791869
677	0.3419446504
678	0.3418442049
679	0.3417502207
680	0.3416605516
681	0.341546836
682	0.3414656467
683	0.3413967132
684	0.3412107015
685	0.3411429774
686	0.3410032787
687	0.3409523011
688	0.3408391524
689	0.3407289995
690	0.3406891154
691	0.3406004948
692	0.3404202962
693	0.3402667098
694	0.3401480509
695	0.3400026446
696	0.3399062402
697	0.3397994512
698	0.3396937103
699	0.339650098
700	0.3395366655
701	0.3394099673
702	0.3393220218
703	0.3391793498
704	0.3390940788
705	0.3389864267
706	0.3388704336
707	0.3387383576
708	0.3386107067
709	0.3385275395
710	0.3384085035
711	0.3383665046
712	0.3382960966
713	0.3381984695
714	0.338140317
715	0.3380732218
716	0.3379670194
717	0.3379180481
718	0.3378168305
719	0.3377613735
720	0.3376721588
721	0.337600294
722	0.3375184558
723	0.3374479282
724	0.3373455166
725	0.3372387853
726	0.3371331204
727	0.337014572
728	0.3369298189
729	0.3368452078
730	0.3367137243
731	0.3366787546
732	0.3365724458
733	0.3364813755
734	0.3363497836
735	0.33629643
736	0.336199199
737	0.3361031822
738	0.3359380445
739	0.335864678
740	0.3357828522
741	0.3356840224
742	0.3355533572
743	0.3354857356
744	0.3353920302
745	0.335308259
746	0.335251318
747	0.3351637938
748	0.3350280431
749	0.3348625458
750	0.3347487283
751	0.3346650002
752	0.334522026
753	0.3344449272
754	0.3343619672
755	0.3342905216
756	0.334219329
757	0.3341593692
758	0.3340726868
759	0.3339725734
760	0.3338967502
761	0.3337972191
762	0.3337344904
763	0.3335737399
764	0.3334946738
765	0.3333759388
766	0.33321757
767	0.3331530434
768	0.3330783447
769	0.3329966844
770	0.3329356669
771	0.3328716573
772	0.3327956509
773	0.3327241097
774	0.3326630922
775	0.3325050102
776	0.3323970262
777	0.3323399558
778	0.3322790252
779	0.3322254708
780	0.3321869923
781	0.3321332069
782	0.332077581
783	0.3320093304
784	0.3319579536
785	0.3318916869
786	0.3318196787
787	0.3317140374
788	0.3316227841
789	0.3315624688
790	0.3315203384
791	0.3314118476
792	0.3313068135
793	0.3311836572
794	0.3311275899
795	0.3310523469
796	0.3309897919
797	0.3308838865
798	0.33081374
799	0.330664189
800	0.3306056635
801	0.3305024857
802	0.330464513
803	0.3303847349
804	0.3302688885
805	0.3302198631
806	0.3300849714
807	0.3300182755
808	0.3299534713
809	0.3298957522
810	0.3298273735
811	0.3297552548
812	0.3296828235
813	0.3295689382
814	0.3294687841
815	0.3293265708
816	0.3292126381
817	0.3291324868
818	0.3290728342
819	0.3289625968
820	0.3288645719
821	0.328739131
822	0.3285325568
823	0.3283978916
824	0.3282945638
825	0.3281814387
826	0.3281010748
827	0.3280287835
828	0.3279312253
829	0.3278293789
830	0.3277217647
831	0.3276763272
832	0.3275971579
833	0.3275139863
834	0.3274191875
835	0.3273529542
836	0.3273097364
837	0.3271926035
838	0.3271360797
839	0.3270720167
840	0.3270186889
841	0.3268868252
842	0.3268517147
843	0.3267692747
844	0.3266674044
845	0.3265917924
846	0.3264611527
847	0.3264113391
848	0.326296191
849	0.3262329959
850	0.3261383568
851	0.3260739088
852	0.3260290143
853	0.3259681715
854	0.3258926563
855	0.3258203875
856	0.3257209494
857	0.3255955797
858	0.3255450586
859	0.3254908044
860	0.3254204544
861	0.3253618265
862	0.3252977687
863	0.3252012509
864	0.3250673387
865	0.3250106767
866	0.3249121692
867	0.3248643505
868	0.3247675767
869	0.3246364129
870	0.3245317883
871	0.3244994522
872	0.324468468
873	0.324430073
874	0.3243676864
875	0.3242765337
876	0.3242148122
877	0.3241333963
878	0.3240607588
879	0.3239958499
880	0.3239521084
881	0.3239036477
882	0.3238197018
883	0.3237682002
884	0.3237084228
885	0.3236069464
886	0.3235593738
887	0.3234689997
888	0.3233827144
889	0.3233174128
890	0.3232115687
891	0.3230864292
892	0.323014177
893	0.3229278785
894	0.3228528358
895	0.3227934999
896	0.3226880329
897	0.3225874929
898	0.3224180829
899	0.3223212647
900	0.3222607476
901	0.3221295819
902	0.322074051
903	0.3220166806
904	0.3219727953
905	0.3219163734
906	0.3218678015
907	0.3217860719
908	0.3216941317
909	0.3216013599
910	0.321543783
911	0.321401711
912	0.3212460635
913	0.3211954739
914	0.3210915511
915	0.321052093
916	0.320976295
917	0.3209293551
918	0.3208391619
919	0.3207887096
920	0.3206592974
921	0.3205794658
922	0.3204966934
923	0.3204729435
924	0.3203893885
925	0.3203072097
926	0.3202464257
927	0.3201257736
928	0.3200699846
929	0.3199983614
930	0.3199154391
931	0.3198089447
932	0.3197351495
933	0.3196884901
934	0.3195892719
935	0.3195376616
936	0.3194059649
937	0.3193513812
938	0.3192476726
939	0.3192057431
940	0.3191379137
941	0.3190873592
942	0.3190268156
943	0.3189642565
944	0.3189125438
945	0.3188541944
946	0.3187991353
947	0.3187266044
948	0.318631951
949	0.3185063608
950	0.3184282661
951	0.3183498679
952	0.3182734018
953	0.3181762893
954	0.3181201877
955	0.3180643653
956	0.318010645
957	0.3178524104
958	0.3177470302
959	0.31762869
960	0.3175751854
961	0.3174945657
962	0.3174177492
963	0.3173757551
964	0.3172744397
965	0.3171489153
966	0.3170634978
967	0.3169707278
968	0.3169267718
969	0.3168740528
970	0.316800715
971	0.3166412759
972	0.3165716847
973	0.316512425
974	0.3164108304
975	0.3163214072
976	0.3162891782
977	0.31624191
978	0.3161513337
979	0.3160803148
980	0.3160065526
981	0.3159548015
982	0.315914558
983	0.3158473614
984	0.3157693803
985	0.3156714671
986	0.3155894858
987	0.3155543803
988	0.3155037521
989	0.3154529861
990	0.3154045735
991	0.3153386722
992	0.315285834
993	0.3152120391
994	0.3151118876
995	0.3150347127
996	0.3149859129
997	0.3148967758
998	0.3147515564
999	0.3146544425
